"","Heading","Text","Rating","Time"
"186","So far a good iPhone version","Apple Products maybe pricey for some people but they great security",5,2019-12-13 15:38:00
"187","Nice phone","Size and weight are something to get used to.  
Overall happy with purchase",5,2019-12-06 15:38:00
"188","Best Iphone Yet","I just upgraded to the latest iphone 11 and loving it. The phones are getting better with  each and every new release and they just simply work.",5,2019-10-08 21:01:00
"189","Nice phone","I got this ohone for my daughter and she loves it!",5,2019-12-27 15:42:00
"190","Beat iPhone yet","I’ve been using for about a week and it is much better and less glitchy than the iPhone X.",5,2019-11-23 15:39:00
"191","A Good Phone","I bought this phone for my Nephew and he loves it.",5,2019-12-25 11:36:00
"192","Great phone","My son begged for this phone and saved to help get it.  He hasn't complained since he got it. It's a cool phone.",5,2019-11-02 11:23:00
"193","Nice phone for teens.","I did everything from my house just pick it up.  When was ready",5,2019-12-13 19:07:00
"194","Nice phone","Love iPhones and great customer service at Best Buy",5,2019-12-23 22:16:00
"195","Great phone. Too bad I didn’t buy it for myself.","It was a birthday present for my Better Half. She’s learning how to use it. I think she likes it. I wish I bought it for myself.",5,2019-10-18 15:52:00
"196","iPhone 11","I love my new phone! The colors amazing and I love the features. My battery lasts along time which is awesome.",5,2019-11-01 15:21:00
"197","Good phone","I like the phone. It was bogo or I wouldn’t have bought it.",5,2019-12-15 16:49:00
"198","Great phone","Just what I wanted, camera was improved ... way better pictures and all great features usual apple products offer :)",5,2019-10-27 07:01:00
"199","Great phone","Finally back to an iPhone after many years of droid.",5,2019-12-21 10:16:00
"200","The best deal.","What’s there not to like. A brand new iPhone for a great price ( cheaper than apple store or Sprint).",5,2019-11-08 21:57:00
"201","love it!","The iphone 11 is perfect for my needs and my experience getting it at best buy was top notch.",5,2019-11-15 15:44:00
"202","iPhone 11","This was purchased as an upgrade for my IPhone 6S and was well worth the money. There are many upgrades - great phone. No complaints.",5,2019-10-11 15:56:00
"203","Beautiful pbone.","Beautiful phone & surfing internet is lighting fast.",5,2019-12-20 16:02:00
"204","iPhone 11!!!","Super nice. Excellent phone. My son loves it. A must have",5,2019-12-15 17:47:00
"205","I love how big the phone is","This phone is great I love the larger text. I recommend this phone.",5,2019-12-06 17:49:00
"206","Love","My son loves his new iPhone. Takes great pictures!",5,2019-12-21 09:12:00
"207","Very nice phone","Had to update because my old phone was too old. I think the iPhone 11 will be a good phone for me.",5,2019-11-08 20:12:00
"208","Good","Good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5,2019-12-20 15:15:00
"209","Good","Good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5,2019-12-20 15:15:00
"210","Perfect","Looks great. Works great. Would buy again. Recommended.",5,2019-12-16 05:49:00
"211","Works as intended","Just as expected.  iPhone technology is always pretty good.",4,2020-02-17 10:50:00
"212","Great phone","I really like this phone and goes beyond what I expected",5,2019-12-14 04:40:00
"213","nice phone","My daughter had to have this phone and she really seems to be enjoying it now.",5,2019-11-22 18:31:00
"214","Great Phone","For the price you can’t beat it! Best Buy bought my old phone plus an instant savings. Which I used for my down payment for the phone. I needed the upgrade and the 11 is a perfect phone for someone like me who doesn’t need TOO much fancy like the pro.",4,2019-10-18 15:32:00
"215","Good phone","Good buy. It was bogo or I wouldn’t have bought it.",5,2019-12-15 16:50:00
"216","Great phone","Apple's iPhone 11 has been a great phone. Easy setup.",5,2019-12-13 16:37:00
"217","Best phone I’ve ever had!","I’m still learning things this phone can do. My favorite thing about it is the camera- wonderful pictures!",5,2019-10-26 22:39:00
"218","Perfect upgrade","My stepson wanted to upgrade his iPhone 7 for his birthday and this is exactly what he wanted! He loves it!",5,2019-10-25 20:09:00
"219","Geat phone","As today the best phone I ever purchased! Really recommended",5,2019-12-06 17:17:00
"220","Apple Iphone 11","Hot abgreat deal on it because we switched to Sprint.my mom loves it.",4,2020-02-07 15:15:00
"221","Nice phone","Switched from Iphone 8 to this one great upgraded features",5,2019-12-08 08:33:00
"222","Love my new phone.","It’s a bit heavier than I’m used to but overall, it’s a great upgrade from the 6s.",5,2019-11-16 17:16:00
"223","Best","Upgrading from iphone 6s. Hoping this phone works out just as well.",5,2019-11-29 09:45:00
"224","Sprint upgrade","iPhone 11 is an awesome phone and the camera takes clear pics like none others I have had",5,2019-11-08 16:04:00
"225","Nice phone","I still feel the Samsung phones are better than Iphones",5,2019-12-08 08:37:00
"226","Great phone","Always love the apple cellphones and easy to use.  And each new generation includes great new features.",5,2019-10-25 17:39:00
"227","Love it","Love it and am enjoying it and so needed the new phone",5,2019-12-06 18:04:00
"228","IPhone 11","Great camera as advertised, long lasting battery to. It lasts longer that I expected it to.",5,2019-11-01 23:04:00
"229","nice","i bought this phone for my daughter and she loves it.",5,2019-12-06 20:32:00
"230","Yep","Perfect in every way way. Great gift. No complaints.",5,2019-12-06 17:20:00
"231","Amazing","Sleek design and fast processor makes this phone a step above all others.",5,2019-11-17 00:19:00
"232","Not so good with  line connectivity","I only change because my iPhone 6 was having problems with the new updated sites. But on service its still much better than the new iPhone 11.  The only good thing until now is the photos.  Need more convincing.",3,2020-02-28 16:01:00
"233","This iphone is fast and the screen is good for me","I would recommend this phone over more expensive Iphone 11 Pro or Pro max for a light user like me.",5,2019-10-22 16:49:00
"234","Great iPhone","Bought this phone for my daughter. Was a splurge, but what a great phone!",5,2019-11-15 15:19:00
"235","beatifull one and camera","was a fast switch from the old to the new system. I'll ready  to check again in 18 months",5,2019-10-30 14:31:00
"236","It’s an I phone","Needed a new I phone the 11 has been flawless and seems durable.",5,2019-11-22 15:24:00
"237","Ok but prefer samsung","Got a decent price but samsung I still prefer to apple",4,2020-02-08 08:01:00
"238","Great Value!","I opted to the 11 vs the Pro because of the price... 
Apple never disappoints...",5,2019-11-04 18:07:00
"239","Good phone for the new generation","It is the perfect phone it has it all looks amazing",5,2019-12-01 19:29:00
"240","It's a good phone","Purchased this phone as a replacement for my daughter. I did not like the fact that the phone didn't come with the SIM card and I had to go to the mall to Apple for one

Overall it is an Apple phone",4,2019-11-03 01:08:00
"241","Nice phone","I upgraded my phone through Best Buy mobile and it was very easy",5,2019-11-17 09:01:00
"242","Best purchase","Getting new iPhone always fun. 
But this time it’s more fun , because for the same new iPhone in less price.",5,2019-10-04 17:43:00
"243","My IPhone 11","I’m an IPhonephile. Every version gets better and better.",5,2019-11-22 15:23:00
"244","Fine","Still having problems with SPRINT.  There SUPPORT service is in INDIA",5,2019-11-08 15:36:00
"245","Good","Good. No problems yet. I’ve only had a short period, but I do love Apple products.",5,2019-10-26 07:26:00
"246","Awesome phone, better service","Over the top service at this location. I wish I remembered the names of the of the salesmans name.",5,2019-10-10 07:50:00
"247","So far...","...So good   Big difference from the 7 that I used to hand.  Took a little time to adjust.",5,2019-10-17 18:07:00
"248","Excellent buy","the ease to use and yeah the camera is very great;  pictures are really clear.",5,2019-10-26 15:48:00
"249","Great phone","Great phone highly recommend
Eady to use 
As with all phones overpriced",5,2019-11-01 22:13:00
"250","Good phone overall","Everything is great about the new iPhone minus the reception in some places. I am comparing this to a Samsung Galaxy S8 that got better reception in places the iPhone does not. However, functionally it is better in every way.",4,2019-10-04 16:02:00
"251","Great phone","As always, the new iPhone is great.  So far it’s met all expectations.",5,2019-11-01 13:01:00
"252","Great for the price","Upgraded from a 7 some pretty big differences. Very happy so far and the price with trade-in was amazing",5,2019-09-27 22:20:00
"253","Pretty good 4K video","Aside from the lack of a headphone jack, I have no major complaints.  Several high quality 3rd party charging cables that I own do not work on this iOS 13 phone but they still work on my older devices.",4,2019-10-19 07:26:00
"254","iPhone 11","So Far so good .  I wish it came with a manual instead of looking everything up on line.",5,2019-10-11 18:10:00
"255","Excellent","This is an outstanding product & worthy the price . I bought for my son 18th bday",5,2019-10-18 16:31:00
"256","great phone","Upgraded from an iphone 5. Little bigger but love it. Great battery life",5,2019-10-26 08:33:00
"257","Great","Love the new features on this phone very unique will keep buying Apple products",5,2019-10-18 20:29:00
"258","Love it.","Love this new phone. Great upgrade from a iPhone 7.",5,2019-11-15 19:28:00
"259","Grand daughter phone","Works well for college freshman. Great security features.",5,2019-11-08 17:29:00
"260","Great phone to have","Amazing deal for a great phone that has all the functions that I need.",5,2019-10-26 12:02:00
"261","great phone","moving up...  couldn't justify the cost difference in the 11's did increase the gigs to 128",4,2019-12-30 09:32:00
"262","Love the imojis","Great iPhone it takes awesome pictures and the battery life is great",5,2019-10-25 15:54:00
"263","Great phone","Brought if for my husband and he has loved it from day one.",5,2019-11-03 16:39:00
"264","Love the phone","Love the selection of colors! Great phone with lots more memory",5,2019-10-30 10:51:00
"265","Customer service","Customer service Sprint person was very helpful. She was not pushy and listed the benefits of upgrading. Wish I could remember her name buy I would hire her :)",4,2019-11-08 17:08:00
"266","iPhone 11","The pale green is a lovely color, and the phone is terrific.",5,2019-11-01 15:44:00
"267","Great iPhone Amazing Camera Quality","Great phone for everyday use and excellent battery life....",5,2019-11-01 16:42:00
"268","iPhone 11 review.","This is a really nice phone. No noticeable differences from the iPhoneX though.",5,2019-10-11 16:36:00
"269","Great Camera Quality","Excellent upgrade from iphone 8 to iphone 11. All color are great",5,2019-10-25 15:46:00
"270","Enjoying it so far","I had an iphone 8 before this one.  I am enjoying the new features ( especially the camera and no more home button).",4,2019-09-27 15:15:00
"271","phone","First time with an Iphone . Not bad.Once you learn how to use it",5,2019-10-25 16:14:00
"272","Perfect phone for a child!","This phone is great for my brother. He loved it. Easy to use.",5,2019-10-28 18:05:00
"273","Great features","I really enjoy this phone compared to my other iphones",4,2020-01-21 07:00:00
"274","Great Upgrade IPhone","Nice size, easy to use, great screen, phone works great.",5,2019-11-01 15:18:00
"275","Great phone","Excellent phone for the money easy to use perfect size",5,2019-11-01 20:19:00
"276","Great","Great phone. Easy to use and operate. Great customer service",5,2019-10-25 20:47:00
"277","All you need","Very good price. I traded in my iPhone 6 and I got this phone on sale. It has all I need.",5,2019-09-22 07:13:00
"278","great phone","the new iphone 11 is east to navigate, and has alot of options available",4,2020-01-03 16:00:00
"279","iPhone 11","I love my iPhone 11. I am still learning features.",5,2019-11-01 17:33:00
"280","Great phone","Enjoy the phone camera photos are so nice to edit.",5,2019-11-01 15:50:00
"281","iPhone 11","Love my new phone
Red is my favorite color 
Great camera",5,2019-10-25 17:44:00
"282","Good","Just switched from Galaxy to IPhone so still getting use to it",5,2019-10-18 16:48:00
"283","Love my phone","Excellent fore what I need. Major upgrade from what I had.",5,2019-10-22 12:37:00
"284","Bigger screen","My daughter likes the color , the features and function of the cameras",5,2019-10-07 14:37:00
"285","Great phone","Love all the features with this phone. Especially like the camera!",5,2019-10-11 15:16:00
"286","iPhone 11","Great phone. Awesome that Apple dropped the price for this phone",5,2019-10-13 14:43:00
"287","Great phone","Was a smooth transition to get new cellphones for my twins.",5,2019-10-18 23:56:00
"288","Nice","Good phone and cute color verrrryyyyy niiiiiceeeee",5,2019-10-28 08:37:00
"289","iPhone 11","Great phone
Love the color
Great camera
Great price",5,2019-10-25 17:46:00
"290","I phone 11","This  I phone my daughter loves the camera on this",5,2019-10-26 16:03:00
"291","Great camera","Takes awesome pictures and has great battery life.",5,2019-10-26 07:32:00
"292","Better size than others models","I like the size and it works good for what I need . The camera is way better that my previous iPhone",4,2019-12-06 16:05:00
"293","Love it!","I love this phone! It’s my first iPhone!! I don’t even miss android.",5,2019-10-05 06:31:00
"294","Nice upgrade!","Upgrading my iPhone! Nice color.Good deal for this phone",5,2019-10-17 16:13:00
"295","Wow","My daughter like it very much, features that they got into easily",5,2019-10-07 14:34:00
"296","Daughter loves it","Daughter is freshman in college loves it very versatile",5,2019-10-18 18:26:00
"297","Very handy","Nice having it as it seems to be better all other have used",5,2019-10-11 18:46:00
"298","Amazing ohone","Great phone works amazing fast great service amazing proces",5,2019-10-11 17:21:00
"299","Great phone","Awesome size huge screen and really easy to navigate",5,2019-10-18 22:30:00
"300","Upgraded our iPhone 7","Love the iPhone needed to up grade our iPhone 7
Good phone",5,2019-10-11 22:19:00
"301","Great","Love this phone they keep getting better and better",5,2019-10-19 14:48:00
"302","iPhone 11","Great phone. Went from a 7 to an 11. Like the size.",5,2019-10-18 16:43:00
"303","Good phone","Phone does exactly what it suppose to do would recommend it",5,2019-10-04 15:24:00
"304","Cellular","My son is enjoying his new phone I'm so glad we came to Best Buy.",5,2019-09-27 15:39:00
"305","Great new phone","i think its a great phone, we purchased for every member of our family",5,2019-09-20 16:43:00
"306","Great phone","Cool, awesome , great, new, innovative, best phone ever!!",5,2019-10-04 15:59:00
"307","Very nice!","Way much better than iPhone 7 Plus 256 fb I traded with.",5,2019-10-05 06:46:00
"308","Nice!","very good and fast. worth the price. good quality.",5,2019-10-09 02:34:00
"309","Great phone","I love everything about this phone best I’ve ever had",5,2019-10-04 19:29:00
"310","Great phone","I am really liking this new iPhone 11. It works great.",5,2019-09-28 13:49:00
"311","Same feel just upgraded","If you not into details and use extra features IPhone 11 may not make difference to you.  I upgraded my owned IPhone 10 to 11 and love it. Mainly because of the deal I got to upgraded it. My IPhone 10 was perfectly fine to keep.",3,2020-01-10 15:34:00
"312","Perfect teen phone","Teenage wanted a phone; this works great for him.  Easy to monitor and watch what teen son is up to.",4,2019-11-15 16:00:00
"313","Great phone with much better camera","This is a much better IPHONE with a great camera. Definitely improved on video and photo production. GREAT BUY!",4,2019-11-04 16:48:00
"314","Another Great Product From Apple","Great phone so far! I would definitely recommend!!",5,2019-09-27 20:05:00
"315","Good phone","Got this phone for a gift and the recipient loves it.",4,2019-12-20 19:11:00
"316","Good","This is a decent phone if you update from a old iPhone. I’m still getting use to this, still kinda miss my 8+.",4,2019-10-18 18:43:00
"317","Nice bright screen.","Still learning new things, going to take on line class.",4,2019-12-06 18:23:00
"318","Like it","Like the quality. A bit heavier then my previous phone.",4,2019-12-04 22:21:00
"319","Good upgrade","A good upgrade from a I phone 6. Great camera and very easy to use and face recognition is awesome",4,2019-10-25 16:42:00
"320","Still learning","Setup was a nightmare. But so far the phone is okay. Still need to learn the shortcuts.",4,2019-11-01 16:50:00
"321","Good","Wife iPhone X had endless loop and didn’t work so had to buy this.

So far she kinda like it",4,2019-10-18 18:46:00
"322","Great phone for price","The employee was very knowledgeable. Very eaay switch over from iphone 8 ro iphone 11",4,2019-10-18 16:38:00
"323","fast apps","very sturdy and sleak , cameras have great quality, and crystal clear",4,2019-11-01 20:29:00
"324","Hassle to personally ship bCk phone","Good experience except for having to ship trade in myself",4,2019-11-09 19:39:00
"325","Good screen size","Good display size pretty good camera too. Battery life is great",4,2019-11-01 20:02:00
"326","Very happy with iphone11","Only 1 week so far doing g alright have alot to learn

.",4,2019-11-08 16:19:00
"327","Nice phone","Very easy phone to use and nice camera..longer battery life",4,2019-11-01 20:03:00
"328","Nice size","So far it’s a pretty good food...longer battery life",4,2019-11-01 20:01:00
"329","Good","First time I phone owner so far like some things do not like other things",4,2019-09-27 17:03:00
"330","Decent for the money","Not bad, for the price you get a lot, Snapchat camera is bad",4,2019-10-03 00:07:00
"331","Phone","All the new phones are good very good product and great",4,2019-10-02 00:19:00
"332","Great camera, easy to use, stylish color","The phone is an excellent upgrade. I was worried about it not having a home button but it's easy to use! The camera is awesome, best photos I have seen taken with a phone. Very happy with my purchase, highly recommend.",5,2019-12-31 19:27:00
"333","haven't had it long enough","Things are good so far Only had the phone a week. If you don't like something after a week you know it is bad. I still like it but not in love with it yet.",3,2019-12-07 12:40:00
"334","Not happy with iphone11","Not happy with Iphone.   Managing photos & music is not easy & very frustrating & difficult compared to my old android.",2,2020-02-02 15:32:00
"335","Great phone as usual lot of bugs","I expect more from a phone you pay that much for especially apple",3,2019-10-19 07:38:00
"336","Good phone for the price","Good phone for the price but if like cameras the 11 pro is better",3,2019-10-18 20:03:00
"337","wonderful","I love the phone so much.  If you want to save money and get basically the same as the Pro's get this.  It is beyond fast and just great!!",5,2019-10-11 18:56:00
"338","Phone is ok","I was given wrong information about lock/unlocked phone.",2,2020-02-14 17:16:00
"339","Toooo big,awkward to the exteme,","Apple falls flat,pondering my next phone,not keeping this one",2,2020-01-03 16:18:00
"340","Nothing but problems","Very disappointed with all the problems; first one was so glitched it had to be swapped out.  New one still has issues.  Big disappointment for the money it cost...",1,2020-02-14 16:06:00
"341","Hype","Total hype, not worth the money. There are many phones that are a much better value.",2,2019-12-06 22:04:00
"342","Could have kept the phone I had","I’m having problems with this phone already and I haven’t even had it a month yet. It keeps freezing, continuously have system malfunctiones, get stucks on the unlock screen and more. I’m ready to turn it in",1,2019-12-20 17:51:00
"343","Okay not impressed","Okay...... im not really impressed with the phone....",2,2019-10-25 15:53:00
"344","My son loves this phone","He was just as excited about the color options, selecting red, as he was to getting a better battery, processor, and camera.",5,2020-02-18 07:50:00
"345","Great camera and awesome battery life!","While it was a seamless transition from the IPhone X to 11, it’s nice to have even greater battery life. So far that is my greatest like.",5,2020-01-25 01:42:00
"346","Battery improvements alone deserves 5 stars","The phone is faster, wide angle camera and overall picture quality was a clear improvement from my iPhone Xs.

The battery life alone is the greatest improvement, with the right settings you can squeeze 36+ hours of work on it, Even when “downgrading” from an Xs to a basic 11 the change is worth it",5,2019-10-19 10:24:00
"347","awesome phone","Very nice screen color quality and intensity. Videos and pictures are vibrant. Great battery life and processing power.",5,2020-01-15 22:06:00
"348","Good camera, good, clear screen, battery lasts all","Got as a gift, love purple color and how fast battery charges and lasts all day!",5,2020-01-24 19:37:00
"349","Keep Android lose privacy. Apple intuitive private","Your 'account for everything apple' is found at https://appleid.apple.com/#!&page=signin
Name your new iPhone the exact same Apple ID that on your Apple account page. Or the same ID as your Apple iCloud ID. Then your current Apple computer or iPad and Time Machine, devices, Face Time, the App Store Apple ID, will all be synchronized. Fluid transfer of apps like music, books, Apple TV, podcasts, calendar and more will be interlinked. iPhone's Face ID makes access to keychain simple, fast and secure for website sign-on and banking and Apple pay. The phone allows you to control all aspects of privacy with Siri, advertising, the location from your iPhone settings. So the software and hardware are stable, private and free from third-party intrusion.

Siri can turn any ebook into an audiobook and read the web too.
Dictate text messages amidst background noise with no interference. Delay composing your words and Siri waits without picking up any background noise or turning off.

 The iPhone webpage may be set to reader view with enlarged letters that automatically reformat to your screen for easy reading without manually having to enlarge the print and scroll right and left to read the fine print. 

Apps are quick to download within a second or two. The touchpad is sensitive but not overly sensitive. The only negative is that my 256 GB phone seems to keep apps running in the background, which brings you exactly back where you left off but maybe uses up battery life. So I need to look into how to conserve battery usage. Perhaps by clicking on low battery usage.",4,2019-10-15 15:28:00
"350","Great phone; amazing camera","The phone is awesome; the best IPhone ever.  Quality and pictures are amazing.  The phone has great reception and picks up internet super fast.  The colors stand out and are vibrant",5,2019-11-15 18:57:00
"351","Great cámara","This iPhone 11 is so beautiful I like the color and also works great so fast software the pictures so great",5,2019-12-30 06:34:00
"352","Great phone","Great phone. Camera is awesome and easy to use. Battery life very good",5,2019-12-27 15:36:00
"353","Love the 11!","My biggest fear was the size increase from the 8 but getting used to it & now it just feels like my phone. The red color is AWESOME & notice a huge difference in the picture quality. Still trying to figure out which way is “up” with no Home button, but love to just swipe to turn it on!   The best part was the trade-in for free & after 2 years (with no monthly payment), the phone is mine!  Great promotion people...take advantage of it!!!  And the Best Buy mobile girl, Amy, at the Strongsville, OH store, was just AWESOME to deal with. Knowledgeable & patient. Answered all 200 questions I had!!!",5,2019-11-08 17:48:00
"354","Love the screen and the color","Nice size phone good camera beautiful colors nice screen size very easy to use if you’re used to an iPhone love the",5,2019-10-18 06:32:00
"355","Everything the 11 Pro offers, but cheaper","I’m upgrading from an iPhone 7, and It’s been a delightful experience. My girlfriend has the iPhone 11 Pro, and so I’ve been able to use both. From my experience, the two are almost completely identical, and a normal user won’t even notice the difference. The only drawbacks of the 11 are the lack of that third lens on the camera and the LCD screen vs the OLED. With regard to the telephoto lens, I hardly found myself zooming in far enough to notice not having it. As for the LCD, it is of course a lower resolution than the Pro, and while I do concede that the screen on the Pro is better, it is not a drastic difference. The typical user won’t notice. If you have the money, go for the Pros, otherwise, you’ll be happy with the regular 11.",5,2019-10-18 13:32:00
"356","Very happy with my Sprint set up","Purchased a new Apple iPhone 11.  I also purchased a screen protector and a clear case to show off the pretty lavender color.  Happy to start using the new camera. Best Buy was very efficient with transferring my data from the old phone to the new one.  They answered all my questions!",5,2019-09-21 13:43:00
"357","Great camera","For one I love the colors! The camera is super good and the selfie slo mo is super fun! Easy to use.",4,2020-01-05 10:03:00
"358","Love colors","Bought the purple version of the iPhone and the color was great. Love the camera and the pictures ot takes",5,2019-10-05 13:25:00
"359","Great phone for beginners!!","Very easy to use. Great camera. Love the battery life is so long.",5,2019-11-02 08:06:00
"360","Pleasantly surprised!","When I planned to upgrade From my iPhone 8s, I was very skeptical about no longer having a home button to switch and/or clear screens. Fortunately, I was able to adapt very quickly, and an in love with my new phone! My favorite new feature BY FAR is the portrait mode for the camera! The picture quality is amazing!",5,2020-02-20 17:21:00
"361","easy to use","upgraded from an iphoneSE. Super fast charging great camera",5,2019-11-02 08:18:00
"362","A very light phone that takes amazing pictures !","It’s easy to use and I live the fact that it comes in a variety of colors",5,2019-10-05 04:59:00
"363","iPhone 11","Love the phone.  Great pictures.  Instructions to use phone are not the best  Takes a little getting used too without the button on front.  The swapping is an acquired skill.   Maintains the charge for a long period of time.  Many advances over my old iPhone 6",5,2020-01-18 12:30:00
"364","Great battery life and large screen","Large screen and great battery life, graphics are very clear.  It takes some time getting used to not having a home button like the 7 and 8 and the battery percentage is not displayed like the previous models.  Pricey but overall a good phone.",5,2020-01-17 16:43:00
"365","The phone is user friendly and the camera quality","The sales staff especially Marlene really made an effort to answer all of my questions. Marlene was professional and patient: she provided me with product details to fit my needs! I will definitely return; this is my best experience at Best Buy EVER!",5,2020-01-04 13:00:00
"366","wonderful device","Another great device from apple and also it comes in beautiful colors (Purple purchase) finally. The greatest bonus here is the dual cameras including widescreen and it is easily in the top 3 phone cameras on the market. However take in to consideration that I upgraded from an SE so the upgrade has been significant and worth it for me...I only recommend upgrading if you are in need of a new phone and can’t wait to see what the true upgrades are for 2020",5,2019-10-03 23:15:00
"367","I love my new phone!","I got this new phone for Christmas and I absolutely love it! I am obsessed with how good the camera is and honestly I’m glad I bought this instead of the pro. It’s affordable and it may not have all three cameras, but the two that it does have capture amazing pictures.",5,2019-12-15 20:21:00
"368","Love the camera upgrade, and the higher storage!","Upgraded from an Iphone 7 so this was quite an improvement for me. I love the camera quality, the larger screen, and the color options.",5,2020-02-16 18:38:00
"369","Great photos","I bought this phone for my daughter she absolutely loved it! Love the color and the photos are amazing",5,2020-02-22 13:37:00
"370","The best iphone to date","Of all of the iphones, the 11 is truly worth the wait, worth your money, and just an over all stellar phone.

It has give n me zero problems *thus far*, everything runs so much smoother, cleaner, and without any errors or apps breaking.

My only annoyance now though (and that goes for all technology, I suppose), are the privacy issues that plaque phones and such when we first buy them. Especially when adults don't know what to do or say when being asked for ""their location"", data, etc. 

I just wish the settings for our Privacy always stayed the same when transferring from phone to phone. Otherwise, I feel like certain generations are being as asked a lot of questions when starting up with a new refresher phone. 

So it's not a complicated phone by any means at all. Just a stellar over all beautiful phone in all honesty.",5,2020-01-19 16:05:00
"371","Great phone","Camera is great so far. Really like portrait mode. The battery life is amazing. Glad I upgraded. Granted anything was going to be an upgrade from a galaxy S4.",5,2020-01-17 15:18:00
"372","Great cell phone!!!","I loved this cell phone. Its size is perfect and I like its red color. It take wonderful photos too!!",5,2020-02-14 18:59:00
"373","Pretty good, could be better","I like the camera and photo options. Takes 3D photos.  But there have been some glitches and ease of use could improve as well. Overall I’d knock another $200 off the price to make it a good phone for the price. (slightly overpriced in my opinion). And the battery is a little bit small and runs out of juice quicker than my 6s battery did. So that’s not cool. Overall a pretty good phone. Granted I’ve only had it for a week.",4,2019-12-06 16:30:00
"374","Beautiful Color","Wasn't planning on getting the new iPhone this year until I saw the trade-in offer and the $100 discount for purchasing the phone unlocked. Went with the lavender iPhone 11 and I'm loving the color as well as the size of the phone. The screen resolution looks great and the camera resolution is a noticeable improvement as well.",5,2019-10-12 11:51:00
"375","Great phone, excellent photos!","My wife loves her iPhone 11 - purple - 128gb. It replaced her 128gb iphone 6 and its a huge upgrade for her. She loves the new portrait mode, takes beautiful photos of our baby. Animoji's are cute too.",5,2019-12-13 18:16:00
"376","Great phone for my teenage son.","My son loves this phone. The color stands out and it takes amazing pictures!",5,2020-02-22 02:38:00
"377","Fantastic!!!","My wife upgraded and it is really worth it. It's very quick the camera is amazing and the color was much more then she expected.",5,2020-01-22 18:50:00
"378","ABSOLUTELY  LOVE IT","I went from an iPhone 7 to the iPhone 11 (yellow) - I CLEARLY WAS BEHIND. Absolutely love the camera. ALSO - the size of the 11 is in between the 11 Pro and the 11 MAX so it's perfect! I'm in love with it so far. The Yellow color is just so pretty. Camera is awesome. Just like every iPhone - it's GREAT!",5,2019-10-11 16:22:00
"379","so happy i upgraded","cameras awesome and the purple is amazing. so happy i upgraded",5,2020-02-21 15:36:00
"380","Amazing camera","Best picture quality. I would recommend this phone to a friend. So glad I made the purchase.",5,2020-01-24 20:45:00
"381","Excellent phone!","The iPhone 11 is an excellent option if you are looking for a reliable and reasonably priced smartphone.    The battery life and camera are excellent and the processor is smooth and responsive.",5,2019-11-15 18:12:00
"382","I phone 11 the best got better yet","Upgraded 2 phones for my kids.  A 6s and a 7 plus.  Both my kids are claiming extremely faster processing speeds better camera and tremendously longer battery life than their older phones.  They both love their phones.  I guess the best can really get better.",5,2019-10-04 15:32:00
"383","GREAT CAMERA LENS","LATEST PHONE WITH ADDITIONAL QUALITY LENSES, EXCEPTIONAL PHOTO CREATIONS!",5,2020-01-31 17:45:00
"384","Easy to operate. I love my color green","I went from a android to a iPhone. I find the iPhone 11 is easy to operate. I Love all the bright colors especially the green.",5,2019-12-27 20:07:00
"385","Love it!","The trade in deal was great which for me was a great deal. The camera captures great pics, the phone is slightly larger than the iphone 8, but was not even an issue. Like the dark mode feature. Overall, not disappointed at all.",5,2019-10-17 17:26:00
"386","iPhone 11 is the best phone I have ever owned!","Better camera; better battery life, and better touchscreen.  I love it.",5,2020-01-27 20:52:00
"387","Awesome Color selection","I needed to upgrade from the IPhone 6S and Best Buy had a great deal on the new IPhone 11. I love the phone, especially the camera and face recognition. I got purple...it is more of a lilac but still awesome.",5,2019-10-28 08:35:00
"388","Enough of everything","I’ve had it a week now & love it.  My 1st iPhone, definitely worth the switch.  Face ID, cameras, battery life, screen & size are all great.  No bloat!  Enough customization for me.  Overall great device I can see myself having for awhile.",5,2019-10-05 09:18:00
"389","iPhone 11","i got this from best buy the price is very affordable for iPhone lovers easy  to use and have different kind of colors best feet for your needs and i will recommend this phone",5,2019-11-16 09:39:00
"390","Excellent Birthday Gift","I bought this phone for my daughter for her birthday and she loves it! It has great camera features and it comes in many different colors.",5,2019-12-07 07:54:00
"391","Worth the upgrade","Coming from last years iPhone XR this phone is worth the upgrade just for the camera and battery life. It looks and feels a lot more premium than its predecessor.",5,2019-11-20 08:38:00
"392","Love the camera","Needed an upgrade for pic storage purposes! Really enjoying the amazing picture quality!!",5,2020-01-03 22:49:00
"393","Love it","I receive as a gift . Nice phone with great pics.
The color is amazing",5,2020-01-15 18:31:00
"394","Simple, easy. Best iPhone yet!","This is my favorite iPhone yet!
Great camera quality and it’s blazing fast.",5,2020-01-11 05:08:00
