"","Heading","Text","Rating","Time"
"267","Lovely phone","Compact and excellent quality. Cheap also. V really love this",5,2019-12-27 16:40:00
"268","Phone upgrade","iPhone user for years. Love the 11. Solid upgrade over my X.",5,2019-12-28 05:37:00
"269","Loyal Apple user","I'm a long time iPhone user and thought about switching to an Android. After doing research, decided to stick with Apple.",5,2019-11-08 15:15:00
"270","Excellent phone.","Upgraded from a standard 7. Hugely noticeable difference. Longer battery life, bigger and better screen, amazing camera(s), and all around faster.",5,2019-10-19 01:59:00
"271","Perfect","The best phone I’ve ever had. I am not disappointed with my purchase.",5,2019-12-20 15:28:00
"272","Such a convenient phone.","Did not expect to like the facial recognition but I do!! It’s so convenient and handy.",5,2019-12-06 15:20:00
"273","Excellent phone!","Great product at a great price. bought it during Black Friday with a $50 discount!!!",5,2019-12-07 22:31:00
"274","What a great iPhone","The iPhones keep getting better and better I’ll
Never switch",5,2019-12-26 23:30:00
"275","Awesome","Camera is everything I thought it would be  - great pictures",5,2019-12-26 05:37:00
"276","My daughter loves her iPhone 11!","The iPhone 11 has been an excellent phone for my daughter.",5,2019-12-27 15:32:00
"277","My Son loves it!","I ordered this for my 12 year old! We are all
IPhone users but he is very pleased!",5,2019-12-06 16:17:00
"278","Iph 11 purchase","This is my 3rd iph in less than 3 years & I must say I love the camera & my storage is full of My grandchildren In my photos & im loving all the new beautiful pictures.",5,2019-09-26 00:42:00
"279","great phone","upgraded from an iPhone 6s to the 11 and so far so good.",5,2019-12-27 20:58:00
"280","IPhone 11","Outstanding phone slim and the camera's are outstanding. It give's the great pictures that are seen in it's advertising commercials. it's well the money.",5,2019-10-08 07:39:00
"281","Phone","Works just fine and got 100 off so it was a better deal then att",5,2019-12-20 19:19:00
"282","Great phone","Cheap phone, does well for the price and have no issues with it",5,2019-12-21 08:54:00
"283","Phone","Excellent product selection and great customer friendly customer service",5,2019-12-13 21:02:00
"284","Great Replacement phone","This is a great replacement phone.
I would buy another.",5,2019-12-27 15:24:00
"285","Great phone !","I previously had a 6+ Iphone  and upgraded to an 11. I love the face recognition and its pretty easy to learn how to use.",5,2019-11-02 17:43:00
"286","Great phone and shipping","Shipped phone in time for Christmas wife was happy.",5,2019-12-30 10:48:00
"287","Nice phone","I love my purple iPhone 11.  I got the XS max, iPhone XR and now this one.  Yes I am a total tech junkie.  The photos and night mode rock!",5,2019-10-18 15:48:00
"288","Good phone. But I like a headphone jack.","OveralL I like the iPhone 11 but I’m not one that takes a lot of pictures, so the two lenses are unnecessary. It took a bit to get used to the no home button but it’s fine. I do not like the no headphone jack. I like my corded headphones.",4,2019-11-15 17:47:00
"289","Awesome Phone","The best iPhone  I have ever owned. Definitely work a look at.",5,2019-12-20 14:52:00
"290","Great phone","This is another great phone from Apple.  The color options make it better than the standard options.",5,2019-11-18 15:24:00
"291","Great phone","Very happy with my purchase and the service received.",5,2019-12-27 15:21:00
"292","iPhone 11","Well I have an old iPhone 6 Plus and this is a great upgrade. Great camera, great battery, overall great phone.",5,2019-11-08 16:10:00
"293","A lot of nice features a little on the large size","I love iPhones I’ve had Samsung phones but I prefer iPhone they last a long time I had a iPhone 3g for 10 years and it still works but can’t get any apps now it’s to old will not update but the phone still works and the battery still keeps a charge",4,2019-11-08 15:20:00
"294","Easy to use","I moved up from an iPhone 4s to iPhone 11. It was easy to make the move from the old iPhone and ios 9 to this phone and ios 13.",5,2019-10-25 19:38:00
"295","Family member","I hear it works well. Was a gift to a family member",5,2019-12-28 04:56:00
"296","Love iPhones","Bought for a Christmas present so not activated yet but I adore my iPhones",5,2019-12-08 21:04:00
"297","Love iPhones","Bought for a Christmas present so not activated yet but I adore my iPhones",5,2019-12-08 21:05:00
"298","Great phone and great features","Love it. Best Buy has it in stock and a good deal for the customers.",5,2019-12-13 18:13:00
"299","Good product","Good product.  iPhone 11 is the newest phone and is a definite better product than my iPhone 6s.  Needs more color variations.",5,2019-10-25 17:31:00
"300","Love this phone.","Love this phone. It’s fast, fun and waterproof! You can’t go wrong!",5,2019-12-14 00:38:00
"301","Love my iPhone","Amazing and worth buying.  I love the size and new Face ID.",5,2019-12-20 16:20:00
"302","Nice upgrade","Bought for my wife and she likes it. Big upgrade from iPhone 7. Only think I dislike about it the screen resolution other than that it's a fine phone.",5,2019-10-03 22:33:00
"303","Great upgrade!","Great phone as expected from Apple. The color is awesome and appealing to the eye. Performance is great as well in addition to the upgraded cameras.",5,2019-10-05 15:16:00
"304","Amazing!","I love my new phone. I am still learning how to use some items on my phone but I’m enjoying this iPhone 11.",5,2019-11-09 13:39:00
"305","Lavendar iPhone","Daughter bought herself this phone.  She loves it!",5,2019-12-27 15:33:00
"306","Upgrade","Got this phone for my daughter, she too had a 6S plus that was failing.  She loves it.",5,2019-11-26 12:24:00
"307","great service","Assistant helped me set this up while I waited. Than you.",5,2019-12-20 20:29:00
"308","Great iPhone!","Upgraded from a 8.  Great upgrade.  My husband is jealous looking at his “android” option.",5,2019-11-22 18:32:00
"309","Fast and GREAT battery","Upgraded from the 7 Plus, and this seems to be lighting fast.  Battery is lasting me approximately 2 days between charges!",5,2019-10-26 09:42:00
"310","Great phone","Great gift for my mom. She now FaceTimes all of her kids.",5,2019-12-20 09:14:00
"311","Easy to use and powerful","Upgraded from the six and marvel at the improvements. So much power in this new phone, camera is awesome.",5,2019-11-09 10:03:00
"312","Love it","So far I love everything about my phone. I am definitely glad I upgraded.",5,2019-12-06 15:49:00
"313","Works well","Nice discount offered by Best Buy made me buy from them.",5,2019-12-20 20:30:00
"314","best iphone","I need  a cell phone tha it good and it is fast , so thi is it.",5,2019-12-14 18:20:00
"315","Huge upgrade","My prior phone was an iPhone 6s, and when I made the jump up to the 11 the difference were night and day. Overall amazing phone.",5,2019-10-18 17:35:00
"316","Had to Have Purple","This phone was for my daughter at college. She had to have the purple. She traded her 8 for the 11. Good choice by her.",5,2019-10-26 09:33:00
"317","great phone","great phone - battery is a little weak, it needs a good case for safety",5,2019-12-06 16:15:00
"318","Great phone!","Upgraded from a iphone7 and glad I did. Awesome phone love it!",5,2019-12-14 06:28:00
"319","Cool purple!","This IPhone 11 is fast and light weight. The screen is a great size and the pictures are so clear and sharp. My wife loves the upgrade.",5,2019-10-11 15:58:00
"320","Great smart phone","I really like the new iPhone 11 and its many features.",5,2019-12-20 15:21:00
"321","Happy IPhone 11","Purchased 2 for my wife & I..great phones, easy transition from a 6S model..a little getting used to needed, but no real issues in adopting to changes",5,2019-09-27 17:24:00
"322","Solid phone","I was hesitant for an update since iPhone6 as I was not completely happy With iPhones upgrades till iPhoneX. But have been happy since the upgrade and definitely iPhone 11 is my real deal",4,2019-12-06 15:48:00
"323","Outstanding phone & camera","Bought this for my husband to replace iPhone 6s—what a great phone. The camera speaks for itself—outstanding!",5,2019-11-01 19:34:00
"324","Great phone","Love this phone
Searched for awhile to find the one I wanted",5,2019-12-13 18:00:00
"325","Loved Lisa!","Loved Lisa!! She was super helpful and sweet. Made it easy!",5,2019-12-14 11:29:00
"326","iPhones rock","The phone seems very good, although I still haven’t downloaded the manual to find out how to use all of the features.",5,2019-10-23 21:25:00
"327","Great phone, easy to use","Like the new iPhone 11. Color is nice, the facial recognition is wonderful.  Camera is fun & good.",5,2019-11-08 16:19:00
"328","Wife happy","That's all that matters. It's hard to get excited by an iPhone....",5,2019-12-06 15:47:00
"329","Awesome","Upgraded from 8plus, thought I would have a hard time without my button but it was need up being really easy, smooth transition.",5,2019-10-12 23:12:00
"330","Awesome","Upgraded from 8plus, thought I would have a hard time without my button but it was need up being really easy, smooth transition.",5,2019-10-12 23:11:00
"331","iPhone 11","Bought this for my husband for Christmas and he loves it.",5,2019-12-13 18:23:00
"332","Good phone","I purchased this phone after all these years having galaxy  phones and I love it, best choice I made.  And it has a Nice camera.",5,2019-10-11 17:07:00
"333","Love the new colors","I love the new colors they have for the phone and the camera is really good but the pro camera is better",5,2019-11-01 20:52:00
"334","Great phone","Great phone, my wife and I absolutely love it and would recommend to anyone looking to get one.",5,2019-11-08 17:21:00
"335","Love it","Great phone and love it. I’m having to get up to speed on everything but it’s been fun.",5,2019-11-15 16:49:00
"336","Nothing better than a Apple Product","Keeps getting better every year! Faster & more powerful! Awesome camera that takes quality pictures & video!",5,2019-10-27 12:04:00
"337","Solid phone","Love it. Nice color and fits like a glove. Highly recommend.",5,2019-12-08 21:36:00
"338","Love the phone!","Love it. Nice color and fits like a glove. Highly recommend.",5,2019-12-08 21:36:00
"339","Camera gets better with every upgrade","I love the phone it takes great pictures. Battery life is great as much as I stay on my phone.",5,2019-11-08 15:35:00
"340","Good phone","Takes really great photos and videos.  Love that they cambe back out with color variety.",5,2019-11-13 07:28:00
"341","Great phone","My wife has told me multiple times she loves this phone... this is the first phone or device she has ever mentioned that she likes.",5,2019-10-05 14:22:00
"342","Great phone","We were not planning on updating but the deal being offered and the high quality product was too good to pass up.",5,2019-10-21 20:42:00
"343","my wife loves it","my wife loves her new phone everything is much better quality,I bought a Iphone x less then a year ago I wish I had waited for the 11",5,2019-10-03 08:53:00
"344","Great features!","My husband loves his new iphone 11. It has great features.",5,2019-12-07 17:21:00
"345","Great product","Camera is takes great pictures, and love the new colors. Like always the phone just works.",5,2019-11-08 17:30:00
"346","Excellent service","Love the quality of the camera and the best buy employees made our visit very comfortable",5,2019-11-08 19:55:00
"347","Beautiful Phone","The latest iPhone has all the bells and whistles in a beautiful looking package.",5,2019-11-16 19:52:00
"348","Great","Up graded from my iPhone 7 to a 11. Am thrilled with the camera. I have found a lot of new features that I like.",5,2019-10-18 15:58:00
"349","Crystal clear pictures it takes, I really like it.","Battery life is really long, phone is lite weight and really adorable And thin, And powerful I really like it",5,2019-10-21 07:56:00
"350","Slim and sleek","Very light yet protective case for the phone. Not bulky and in the way.",5,2019-11-24 08:18:00
"351","She loves it","she moved from a 6+ which she really loved
she is very happy with the 11",5,2019-11-23 08:03:00
"352","Screen could have been wider","I was expecting for the screen to be bigger and wider. Overall it seems like a decent phone and the battery does last longer. It does have a tendency to run hot which is concerning. I hope that it does not catch on fire the older the phone gets and requires a longer time to charge.",4,2019-09-27 15:57:00
"353","Great upgrade!","Upgraded from 6s Plus. Great phone and even better, the price. Plus with a Best Buy gift card when trading up is really nice.",5,2019-10-04 16:42:00
"354","Good phone","Gift to my daughter and she loves it I believe this phone will be with her for a long time",4,2020-01-24 16:05:00
"355","Takes a little geting used to with all the swiping","I love it I bought the same phone for my grandson today",5,2019-12-07 16:08:00
"356","iPhone 11 is awesome","Sleek, fast and easy to use.  Great phone.  Couldn’t be happier.  Highly recommend buying from Best Buy.  The process was seamless.",5,2019-09-28 07:06:00
"357","Early Christmas Present","This is an early Christmas present for my youngest daughter. Great color and upgrades.",5,2019-11-08 17:14:00
"358","Early Christmas present","This is an early Christmas present for my oldest daughter. Great colors and upgrades.",5,2019-11-08 17:15:00
"359","Great phone!","Great new phone..easy to operate and work with..some getting used to with new changes, but nothing a little patience can’t handle",5,2019-09-27 17:21:00
"360","You owe it to yourself to buy a Apple iPhone","Easy to setup & use! Apple is known for making quality products and the iPhone 11 lives up to it.",5,2019-10-27 12:07:00
"361","Bought for my son","My son loves the phone. He’s 17 and uses the camera more than anything else.",5,2019-11-15 16:48:00
"362","Great phone","Amazing iPhone I’m so happy I’ve went with the iPhone 11 rather then the iPhone 11 pro",5,2019-11-05 23:14:00
"363","Great camera, long lasting battery","This a one of the better iPhones I have owned.  Good value compared to the pro and max.",5,2019-11-04 06:03:00
"364","excellent phone","We got a good deal, plus even better deal on the second phone. Does everything we want it to do.",5,2019-10-26 11:40:00
"365","User friendly","Easy to set up and use, but still packed with a lot of features making it good for work and personal use",5,2019-10-18 15:18:00
"366","Great camera and phone, need to learn all that is","Love my phone. Went on vacation, took lots of pictures, enjoyed clear connection.",5,2019-11-08 15:54:00
"367","Awesome","Great phone as always with an Apple. I’m never disappointed. It has great new features and works great.",5,2019-10-18 18:47:00
"368","Great product","Such a great product and recommend to my family and friends",5,2019-11-28 18:29:00
"369","Love it","I love the new iPhone! It’s very quick and the camera is amazing.  Also the battery life is great too .",5,2019-10-18 16:05:00
"370","amazing","after contemplating for a few weeks if i want to trade in my iphone7... it was well worth it. camera is so much better than my old phone, amazing. i got for a good price as well.",4,2019-11-24 07:13:00
"371","Nice upgrade from my old iphone","Lots of new features with this upgrade. Happy to  finally upgrade",5,2019-11-22 18:48:00
"372","Great phone","I purchased this phone for my son and he loves it. His favorite part of the phone is the camera",5,2019-10-25 17:35:00
"373","Apple Girl","I love all my Apple products I love love love my yellow iPhone it’s just amazing",5,2019-11-08 16:52:00
"374","Awesome phone","This phone works so much better as I had an iPhone 7 previously and it was starting to give me issues.",5,2019-10-18 15:15:00
"375","Good phone.","Pretty good phone, not bad for the price. I like the extra large screen",4,2020-01-31 23:07:00
"376","Good Phone","Takes great pictures and overall good quality. Made a good gift",5,2019-11-22 16:20:00
"377","Love the new phone","Great quality!! Live the camera! Took on a trip to an amusement park and got great photos of my kids",5,2019-10-18 16:07:00
"378","Great NewPhone","The cost of iPhone for ATT was not different but we got the good 10% off by opening the card and activating - $50! Helped us back up the data and restore , 


Too three hours to do transaction , manager told that I can have another item in 15 days  and still get 10% which was incorrect I only 5% get after I wanted to buy another phone three days. Miss communications and all blame on me ..... that is why I’m giving three",3,2019-12-21 09:01:00
"379","Great product","Despite the difficulty with the order being cancelled by Best Best / Carrier the product is great.",5,2019-10-18 15:55:00
"380","Awesome","Memory and speed of the phone are great. Cameras on this phone are amazing.",5,2019-11-09 09:00:00
"381","Very nice phone","I love my phone. It’s fast and easy to work with. I highly recommend this phone",5,2019-11-05 11:14:00
"382","Love!","Loving my new phone! Loving that apple gave more color options! Team iPhone always.",5,2019-11-01 16:02:00
"383","Great camera and sound","I gifted this phone to my wife and she is in love with camera and sound quality",5,2019-11-04 12:31:00
"384","Another great product from Apple","Apple didn’t disappoint.  Another great phone with great features.",5,2019-11-16 11:31:00
"385","Quite a change from Samsung but like it","Big learning curve changing from a Samsung. Too many things to learn. Once you learn things it’s better",5,2019-10-11 16:25:00
"386","iPhone 11","After 3 weeks, it has been an awkward adjustment to use a phone without a home button (iPhone 8+). The camera is awesome. It is too easy to take a screenshot with the new layout.Overall I love iPhone and I hope I get used to the new layout",4,2019-10-09 19:30:00
"387","Good product","This product was definitely an upgrade from my iphone7. The battery last a very long time. It looks great too!",5,2019-10-04 15:54:00
"388","iPhone 11","iPhone 11Great phone plenty of options takes great pictures and very easy to use",5,2019-11-02 09:02:00
"389","Good upgrade","Good coming upgrade especially coming from an iphone 6.  Battery lasts much longer and the processor runs faster.",5,2019-10-01 09:13:00
"390","Great","Employee forgot to put my discount for AT&T. Now I have to fight to get my activation charges off my bill.",4,2020-01-03 16:27:00
"391","Great phone so far","Great phone so far I will recommend it to my friends and family",4,2020-01-31 11:13:00
"392","2 iPhone 11","Our chilfren are enjoying their iPhone 11.  What a great gift to give at Christmas at an Awesome price!",4,2020-01-04 10:39:00
"393","Great iphone best so far","iphone 11 is great quality 
you don’t need really that pro.
this phone takes same quality pics 
even night pics.",5,2019-09-27 18:48:00
"394","Great phone","The phone works great. I had to replace the old 7 plus, it was slowing down. Happy with this one.",5,2019-10-11 16:15:00
"395","Love it","Upgraded from an iPhone X. Pretty much the same phone but faster and better camera.  Same size as theXR.",5,2019-10-04 17:20:00
"396","Went from Android to Apple","Easy transition moving from Android to Apple. So far So Good",5,2019-11-16 10:20:00
"397","LOVE!","love my iphone! the picture quality is amazing... and the battery life is AWESOME!",5,2019-10-25 16:29:00
"398","Best iPhone ever","So many new exciting apps. From making a movie to making a beat. This phone has it all",5,2019-10-21 02:30:00
"399","Super cool","The pictures this phone takes is amazing. It’s really light and responds to touch effectively.",5,2019-10-11 19:54:00
"400","Great!","I think all apple products are great. I think for the price this phone can’t be beat!",5,2019-10-20 16:18:00
"401","Easy to use","This is the best iPhone I have owned.  The camera produces the best pictures I’ve seen.",5,2019-10-18 16:18:00
"402","Great phone","I love my new iPhone 11. I thought about getting the pro but discovered the 11 was best for me",5,2019-10-11 16:36:00
"403","Nice","Love the phone! Light and is a nice upgrade from the 6s.",5,2019-11-17 14:35:00
"404","Great item","This case is well made and protects as intended. Would buy it again.",5,2019-11-05 17:56:00
"405","Best camera and pixels","This phone is good for its money.  Good camera and great HD pictures.  I’ll enjoy my Netflix even more now.",5,2019-09-27 15:19:00
"406","Great Deal","The iPhone 11 takes great pictures and has a long battery life.  I highly recommend.",5,2019-10-20 03:07:00
"407","Great Camera","Bought this phone for my son and he swears it has the best camera ever.",5,2019-11-01 18:24:00
"408","Nice phone","Nice phone, better phone for the money compared to the Pro.  The screen is an ideal size, though I do wish it was a bit wider.",4,2019-12-13 16:24:00
"409","An OK upgrade","It doesn’t have a big difference when compared with previous model, but it’s a good upgrade if you are using iPhone 7 or even older model.",4,2019-12-05 03:30:00
"410","Great","My daughter loves her phone I could have got the xr but she wanted this one",5,2019-10-26 20:10:00
"411","great phones","my girls love these phones.great screen and awesome cameras.",5,2019-11-10 07:10:00
"412","iPhone 11","So far so good. Not worth getting the pro unless you’re a pro photographer.",5,2019-10-25 23:39:00
"413","Awesome iPhone 11","Love the Face ID so fast. So far like it better then my iPhone 7plus",5,2019-11-02 00:34:00
"414","Good Phone","Does everything we need it to.  A little pricey but a good phone",4,2020-01-24 16:11:00
"415","Love the phone","Happy with the phone.  Very fast and great camera.  Battery life got better after the 1st week.",5,2019-10-04 16:06:00
"416","Great Phone","best Iphone yet, perfect for the price. No need for the pro this suits just fine.",5,2019-10-18 15:16:00
"417","Fantastic","Great camera and great value. Would Definitely buy it again.",5,2019-11-08 16:59:00
"418","Good cover. Little pricey","See above.It’s a decent case for minimal protection of your phone. If you if you didn’t want the big box kind which I would recommend instead of this one",4,2019-11-22 15:29:00
"419","Love Lavender","Purple is my favorite color and I'm so excited they came it with it on a phone!",5,2019-10-19 22:12:00
"420","Love the color","The purple is a great shade

Really like the new cameras",5,2019-11-11 10:16:00
"421","Great phone!","Love the new feature the iPhone 11 has. Would recommend this phone to everyone.",5,2019-10-18 18:30:00
"422","Decent phone all around","Phone has good battery life. Really some good enhancements to the iPhone",5,2019-10-25 17:22:00
"423","Easy to use","Awesome phone. I always had iPhone and I love the new one.",5,2019-11-08 16:04:00
"424","Love it!","I have been a loyal Apple user since day one, this is the best iPhone yet!",5,2019-10-22 15:09:00
"425","Great Value Phone","Design: 9/10
Price: 8/10
Texture: 8/10
Durability: 9/10
Protection Factor: 9/10
Screen Display: 8/10
Camera: 9/10
Operating System: 8.5/10
Size: 8/10",4,2019-11-22 19:22:00
"426","Great case","Lobe my phone case. Light but durable and easy to put on.",5,2019-11-08 15:59:00
"427","Great phone","Love my phone! Pics are amazing! Good value, bought out right so I have  no contract",5,2019-10-11 16:33:00
"428","Great phone!","Haven't had the phone too long, but really enjoying it so far. Like the new camera.",5,2019-10-12 11:18:00
"429","so far so good put it is a little to early","I have have no problems with it so far but it is still all new to me.  it would be unfair to judge this soon",4,2019-12-20 16:15:00
"430","Great phone for professionals","Best phone 4 Mac users who want to integrate svcs!",5,2019-11-14 09:20:00
"431","Great all around smart phone","Battery life is very good. Fast and easy to  make transition from iPhone 6S.",5,2019-10-18 17:08:00
"432","Great camera !","Apple hit this out of the park with the new camera on this 11!",5,2019-11-01 15:32:00
"433","Great camera, awesome battery life","I upgraded from using a 8plus over to using a iPhone 11 and I adore it and everything it’s capable of.",5,2019-09-20 17:04:00
"434","Glads camera comes with 2 lens","Pay $50 more for 128GB. Well worth it for more space for new camera lenses.",5,2019-10-18 16:02:00
"435","Love the iphones","Will never switch from Apple products. Love the bigger screen",5,2019-11-01 20:05:00
"436","Good device.","Great having a operable phone again.  Display and colors are great.",5,2019-10-26 15:26:00
"437","Big Phone.","I like it as the screen is much bigger. More area for viewing messages and email.",5,2019-10-11 17:43:00
"438","Great phone","This is the best phone I have ever had, I am enjoying it very much.",5,2019-10-25 16:06:00
"439","Best value of new iPhone line","Great phone but the customer service at Best Buy was superb, patient and informative.",5,2019-10-05 12:55:00
"440","Great phone","Best iPhone I’ve had. Takes great pictures. I like the face recognition.",5,2019-10-18 15:48:00
"441","Great phone","Great new product with extended battery life. Purchased as a gift",5,2019-10-25 17:58:00
"442","great phone","had to upgrade so went with iphone 11 great phone so far",5,2019-11-03 17:57:00
"443","Great phone","Best Buy always has great selection and service on iPhones",5,2019-11-01 15:59:00
"444","Good battery life","Very nice features and quality camera. Good overall phone.",5,2019-11-01 15:59:00
"445","Iphone11","It's great, I love it, I want to get the 11pro tho",5,2019-11-08 16:13:00
"446","Apple 11","Great as normal from Apple. Can’t complain at all.",5,2019-11-08 15:45:00
"447","Good upgrade","Upgraded from the iPhone 8. Much faster. Worth the investment.",5,2019-10-25 15:12:00
"448","Good for kids","It’s a good starter phone for kids. The screen and such is pretty much the same as the 10R.",4,2019-12-26 09:34:00
"449","Good spnfar","Moving from an 8 plus to this.  So far so good!
The kids like iphones",5,2019-10-17 16:15:00
"450","Glad I bought it!","Nice size. Love the facial recognition. Camera takes great pictures.",5,2019-10-18 17:38:00
"451","Great smart TV for families","Nice TV for the money-great picture.  Easy to use and the Alexa remote is so fun!",5,2019-10-04 16:43:00
"452","Great phone","I love my new iPhone. Waited a long time for a new phone & it was worth the wait!",5,2019-10-04 15:54:00
"453","Super good phone!","Was concerned about getting a new iPhone, but everything has worked so smoothly!",5,2019-10-05 13:00:00
"454","Great camera.","Bought this iPhone for my daughter and she loves it. This was great upgrade for her.",5,2019-09-30 15:37:00
"455","Gret phone  it works faster than my old one.","After getting use to how to swipe the screens it was a lot faster to do things.",5,2019-10-05 14:01:00
"456","great","This phone is an excellent buy. Has all the apps I can use.",5,2019-10-26 19:08:00
"457","Better qualities compared to past iPhones","On a scale of 1 to 5 (5 is best):
~2 great new cameras- 5
~Much heavier than other phones- 2
~Battery-life improved greatly- 5
~Size of phone (bigger than in the past)- 3
~Speed (how fast things load)-5
~Price-5 (very well priced)
~No home button- 4 (more screen now)

Overall Rating- 4

The iPhone 11 is reasonably priced, has a great battery life, and the speed is faster than ever. With no home button, there is more screen to do the things you love! One downfall, in my opinion, is the size. The iPhone 11 is much larger than the iPhone X. It is also a lot heavier, which can be a burden in your pocket. Other than that, the iPhone 11 is a great choice for a new phone!",4,2019-10-13 22:03:00
"458","iPhone 11","Great phone picture quality is great, love that it has face recognition.",5,2019-10-11 17:41:00
"459","great phone","Great phone at even better price. But one get second free.",5,2019-10-26 11:42:00
"460","The cell phone is fast and I liked","My family has cell phone but they told me work good",5,2019-11-02 10:41:00
"461","All’s well.....","Just another awesome iPhone! This one not as expensive as prior iPhones",5,2019-10-11 16:38:00
"462","Love the camera!","Great new camera! Great wide angle!   Love that it can be charged wirelessly!",5,2019-10-04 15:16:00
"463","The cell phone works great","And I really recommended 
To any body this product",5,2019-11-02 10:43:00
"464","Great phone","Really great phone. Much faster than the old 7 plus I traded in. Love the lavender.",5,2019-09-27 17:19:00
"465","Best iPhone yet!","If you’re in need of a new phone, go get the iPhone 11!  You won’t be disappointed!",5,2019-09-27 16:28:00
"466","Love it!","Great phone and love the color! iPhone never disappoints! I recommend.",5,2019-10-11 16:57:00
"467","I love this phone!","I have been wanting this phone forever and it’s so cool!",5,2019-10-26 08:46:00
"468","Great Camera","The phone is amazing love the camera. It takes great pictures.",5,2019-10-18 21:11:00
"469","Great phone experience","Such a great experience buying the phone at Best Buy!",5,2019-10-28 11:20:00
"470","Great camera. Good battery","I love the product. At the cost it beats the pro performance.",5,2019-10-18 15:49:00
"471","Great choice for me","Best Buy team could not have been more helpful
Always buy my phones there",5,2019-10-05 09:41:00
"472","Best iPhone yet","I upgraded from the 7 to this one and I love it!!!",5,2019-10-30 10:30:00
"473","Great phone","Upgraded from iPhone 7– great screen and much better camera.",5,2019-10-18 16:02:00
"474","Enjoying the iPhone Upgrade","Upgraded from the 8plus iPhone. Love the no home button and facial recognition.",5,2019-09-27 16:23:00
"475","Great Buy!","Love it! And the color! It was fast and easy to purchase",5,2019-10-22 22:37:00
"476","New Iphone 11","Do not think I need the extra camera... works great so far!",5,2019-10-19 07:08:00
"477","average phone","Not a great upgrade from IPhone 6.  I would not recommend for upgrade.",4,2020-01-03 22:31:00
"478","Great camera","Camera features make it worth upgrading to this version",5,2019-10-23 06:51:00
"479","Great phone","Upgraded from iPhone 8plus. Great battery life and cameras.",5,2019-10-18 16:00:00
"480","Great phone-horrible Myrtle Beach Best Buy","Love the phone. Most likely the last time I ever buy a phone from Best Buy. Was a gift for my parent. My local ""Best Buy"" in Myrtle Beach would not sell me the phone. The sales woman said she could lose her job if she allowed the sale for a phone that was not for the individual. (The phone was purchased and not paid for in installments) Ordered it from Best Buy online. And guess what. Was three days late. The phone was supposed to be a Birthday gift. Really crappy service. 

The phones are awesome. Best Buy wasn't so much.",3,2019-10-12 01:09:00
"481","Easy to use","iPhones are the most user friendly phone I have ever used.",5,2019-10-18 15:16:00
"482","Great phone works amazing","Great phone. Love the new feel of the phone and all the amazing new features",5,2019-09-27 17:42:00
"483","Loving it!","Big difference from my IPhone 6s. Great phone and has lots of extras.",5,2019-10-05 12:18:00
"484","Great phone","Needed to upgrade from iPhone 6. This is a great upgrade",5,2019-10-19 08:33:00
"485","Very nice","Really enjoy this device particularly coming from my iPhone 6",5,2019-10-13 17:22:00
"486","Great camera, great pictures!!","Simply love my new phone!! User friendly and It takes great pictures!",5,2019-10-04 17:30:00
"487","Girl Color","My daughter loves the color and the pictures that it produces.",5,2019-10-11 17:44:00
"488","best battery","never have a I phone before, I fall in love with it now",5,2019-10-18 21:47:00
"489","Love the new features.","Great phone, battery life is great and love the camera.",5,2019-10-18 18:25:00
"490","Upgrade from iPhone 6s","Dramatic differences compared to 6s. No button anymore.",5,2019-10-18 17:42:00
"491","Great iPhone!","Love the camera and the battery life of the iPhone 11.",5,2019-10-19 17:10:00
"492","Absolutely amazing!","Couldn't be happier!  Went from iPhone 7 to this one and WOW!",5,2019-10-11 19:31:00
"493","Quality","Great quality and takes great pictures and easy to use",5,2019-10-18 17:05:00
"494","Great phone","Great Phone, great phone, my daughter love it.
Great camera.",5,2019-10-11 15:54:00
"495","My son is so proud!","My son is working to pay for this and he is so proud of it!",5,2019-10-12 10:02:00
"496","Nice phone","Great improvement from my last phone. I love the Face ID option.",4,2020-01-03 17:08:00
"497","Love it!","Long battery life, great camera, streamlined and efficient.",5,2019-10-11 17:20:00
"498","IPHONE 11","This IPhone 11 in this green is beautiful would def recommend the color",5,2019-09-27 16:36:00
"499","Great phone!","Enjoying what this has to offer! I love the camera!",5,2019-10-19 14:16:00
"500","Fantastic iPhone","Enjoying the new iPhone. Love the purple color too",5,2019-10-19 08:33:00
"501","Love the iPhone 11","Great upgrade from my iPhone 5s.  Lots of new features.",5,2019-10-13 13:34:00
"502","Awesome battery life","Love the new phone battery and screen size are excellent",5,2019-10-11 17:04:00
"503","Nice phone","Great camera great phone simple  to use! Love the purple color",5,2019-10-04 17:06:00
"504","11","Great camera bigger size and amazing quality. Great job",5,2019-10-12 15:47:00
"505","Great phone","I have to get use to the touch screen deleting app used",5,2019-10-11 15:49:00
"506","Great","Great phone screen size is a little bigger than the iphonex",5,2019-10-06 12:55:00
"507","Little Buggy","Overall really enjoying the new iphone 11, however syncing with pair-able devices has been problematic, Hoping for solutions soon,",4,2019-11-07 15:50:00
"508","great phonr","has a long lasting battery, larger than my 6, great picture",5,2019-10-04 16:47:00
"509","Good phone and camera","I bought this phone to replace my 6s.  It's features are much better.  My one problem is that is is a lot heavier.  I prefer the lighter weight.",4,2019-10-25 16:23:00
"510","Love this phone!","Just upgraded to the iPhone 11 and I love it! Very easy to use!",5,2019-09-27 17:07:00
"511","Geat Phone","I bought this phone for my son, he has really enjoyed it.",5,2019-10-04 16:07:00
